Mod:Item:MetaData, Localized Name
Thaumcraft:ItemGolemUpgrade:5, Golem Upgrade: Entropy
Thaumcraft:GolemBell, Golemancer's Bell
Thaumcraft:ItemGolemDecoration:0, Accessory: Top Hat
Thaumcraft:ItemGolemDecoration:1, Accessory: Spectacles
Thaumcraft:ItemGolemDecoration:2, Accessory: Bowtie
Thaumcraft:ItemGolemDecoration:3, Accessory: Fez
Thaumcraft:ItemGolemDecoration:4, Accessory: Dart Launcher
Thaumcraft:ItemGolemDecoration:5, Accessory: Visor
Thaumcraft:ItemGolemDecoration:6, Accessory: Iron Plating
Thaumcraft:ItemGolemDecoration:7, Accessory: Mace Arm
Thaumcraft:ItemBowBone, Bow of Bone
Thaumcraft:PrimalArrow:0, Air Arrow
Thaumcraft:PrimalArrow:1, Fire Arrow
Thaumcraft:PrimalArrow:2, Water Arrow
Thaumcraft:PrimalArrow:3, Earth Arrow
Thaumcraft:PrimalArrow:4, Order Arrow
Thaumcraft:PrimalArrow:5, Entropy Arrow
Thaumcraft:ItemResonator, Essentia Resonator
Thaumcraft:ItemBaubleBlanks:0, Mundane Amulet
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
tfcadditions:item.Bismuth Bronze Planer, Bismuth Bronze Planer
tfcadditions:item.Black Bronze Planer, Black Bronze Planer
tfcadditions:item.Black Steel Planer, Black Steel Planer
tfcadditions:item.Blue Steel Planer, Blue Steel Planer
tfcadditions:item.Bronze Planer, Bronze Planer
tfcadditions:item.Copper Planer, Copper Planer
tfcadditions:item.Wrought Iron Planer, Wrought Iron Planer
tfcadditions:item.Red Steel Planer, Red Steel Planer
tfcadditions:item.Steel Planer, Steel Planer
tfcadditions:item.Plank Planed:0, Planed Oak Plank
tfcadditions:item.Plank Planed:1, Planed Aspen Plank
tfcadditions:item.Plank Planed:2, Planed Birch Plank
tfcadditions:item.Plank Planed:3, Planed Chestnut Plank
tfcadditions:item.Plank Planed:4, Planed Douglas Fir Plank
tfcadditions:item.Plank Planed:5, Planed Hickory Plank
tfcadditions:item.Plank Planed:6, Planed Maple Plank
tfcadditions:item.Plank Planed:7, Planed Ash Plank
tfcadditions:item.Plank Planed:8, Planed Pine Plank
tfcadditions:item.Plank Planed:9, Planed Sequoia Plank
tfcadditions:item.Plank Planed:10, Planed Spruce Plank
tfcadditions:item.Plank Planed:11, Planed Sycamore Plank
tfcadditions:item.Plank Planed:12, Planed White Cedar Plank
tfcadditions:item.Plank Planed:13, Planed White Elm Plank
tfcadditions:item.Plank Planed:14, Planed Willow Plank
tfcadditions:item.Plank Planed:15, Planed Kapok Plank
tfcadditions:item.Plank Planed:16, Planed Acacia Plank
DecorationsTFC:item.LanternCore.Copper, Copper Lantern Core
DecorationsTFC:item.LanternCore.Bronze, Bronze Lantern Core
DecorationsTFC:item.LanternCore.BismuthBronze, Bismuth Bronze Lantern Core
DecorationsTFC:item.LanternCore.BlackBronze, Black Bronze Lantern Core
DecorationsTFC:item.LanternCore.Brass, Brass Lantern Core
DecorationsTFC:item.LanternCore.Lead, Lead Lantern Core
DecorationsTFC:item.LanternCore.Gold, Gold Lantern Core
DecorationsTFC:item.LanternCore.RoseGold, Rose Gold Lantern Core
DecorationsTFC:item.LanternCore.Silver, Silver Lantern Core
DecorationsTFC:item.LanternCore.SterlingSilver, Sterling Silver Lantern Core
DecorationsTFC:item.LanternCore.Platinum, Platinum Lantern Core
DecorationsTFC:item.LanternCore.WroughtIron, Wrought Iron Lantern Core
DecorationsTFC:item.Powders.Gypsum, Gypsum Powder
DecorationsTFC:item.Plaster, Wooden Bucket (Gypsum Plaster)
DecorationsTFC:item.LiquidDye:0, Wooden Bucket (White Dye)
DecorationsTFC:item.LiquidDye:1, Wooden Bucket (Red Dye)
DecorationsTFC:item.LiquidDye:2, Wooden Bucket (Green Dye)
DecorationsTFC:item.LiquidDye:3, Wooden Bucket (Brown Dye)
DecorationsTFC:item.LiquidDye:4, Wooden Bucket (Blue Dye)
DecorationsTFC:item.LiquidDye:5, Wooden Bucket (Purple Dye)
DecorationsTFC:item.LiquidDye:6, Wooden Bucket (Cyan Dye)
DecorationsTFC:item.LiquidDye:7, Wooden Bucket (Light Gray Dye)
DecorationsTFC:item.LiquidDye:8, Wooden Bucket (Gray Dye)
DecorationsTFC:item.LiquidDye:9, Wooden Bucket (Pink Dye)
DecorationsTFC:item.LiquidDye:10, Wooden Bucket (Lime Dye)
DecorationsTFC:item.LiquidDye:11, Wooden Bucket (Yellow Dye)
DecorationsTFC:item.LiquidDye:12, Wooden Bucket (fluid.liquid_dye.light_blue)
DecorationsTFC:item.LiquidDye:13, Wooden Bucket (Magenta Dye)
DecorationsTFC:item.LiquidDye:14, Wooden Bucket (Orange Dye)
DecorationsTFC:item.LiquidDye:15, Wooden Bucket (Black Dye)
DecorationsTFC:item.Brush, Brush
lwstfc:item.LeatherWaterSac, Leather Water Sac
lwstfc:item.WaterSacLeather, Water Sac Leather
lwstfc:item.Bladder:0, Sheep Bladder
lwstfc:item.Bladder:1, Cow Bladder
lwstfc:item.Bladder:2, Deer Bladder
MerchantsTFC:item.WarehouseBook, Warehouse Book
MerchantsTFC:item.Flan:0, Bismuth Flan
MerchantsTFC:item.Flan:1, Tin Flan
MerchantsTFC:item.Flan:2, Zinc Flan
MerchantsTFC:item.Flan:3, Copper Flan
MerchantsTFC:item.Flan:4, Bronze Flan
MerchantsTFC:item.Flan:5, Bismuth Bronze Flan
MerchantsTFC:item.Flan:6, Black Bronze Flan
MerchantsTFC:item.Flan:7, Brass Flan
MerchantsTFC:item.Flan:8, Lead Flan
MerchantsTFC:item.Flan:9, Gold Flan
MerchantsTFC:item.Flan:10, Rose Gold Flan
MerchantsTFC:item.Flan:11, Silver Flan
MerchantsTFC:item.Flan:12, Sterling Silver Flan
MerchantsTFC:item.Flan:13, Platinum Flan
MerchantsTFC:item.Flan:14, Wrought Iron Flan
MerchantsTFC:item.Flan:15, Nickel Flan
MerchantsTFC:item.Flan:16, Steel Flan
MerchantsTFC:item.Flan:17, Black Steel Flan
MerchantsTFC:item.Coin:0, Bismuth Coin
MerchantsTFC:item.Coin:1, Tin Coin
MerchantsTFC:item.Coin:2, Zinc Coin
MerchantsTFC:item.Coin:3, Copper Coin
MerchantsTFC:item.Coin:4, Bronze Coin
MerchantsTFC:item.Coin:5, Bismuth Bronze Coin
MerchantsTFC:item.Coin:6, Black Bronze Coin
MerchantsTFC:item.Coin:7, Brass Coin
MerchantsTFC:item.Coin:8, Lead Coin
MerchantsTFC:item.Coin:9, Gold Coin
MerchantsTFC:item.Coin:10, Rose Gold Coin
MerchantsTFC:item.Coin:11, Silver Coin
MerchantsTFC:item.Coin:12, Sterling Silver Coin
MerchantsTFC:item.Coin:13, Platinum Coin
MerchantsTFC:item.Coin:14, Wrought Iron Coin
MerchantsTFC:item.Coin:15, Nickel Coin
MerchantsTFC:item.Coin:16, Steel Coin
MerchantsTFC:item.Coin:17, Black Steel Coin
MerchantsTFC:item.Trussel:0, Copper Trussel
MerchantsTFC:item.Trussel:1, Bronze Trussel
MerchantsTFC:item.Trussel:2, Bismuth Bronze Trussel
MerchantsTFC:item.Trussel:3, Black Bronze Trussel
MerchantsTFC:item.Trussel:4, Brass Trussel
MerchantsTFC:item.Trussel:5, Lead Trussel
MerchantsTFC:item.Trussel:6, Gold Trussel
MerchantsTFC:item.Trussel:7, Rose Gold Trussel
MerchantsTFC:item.Trussel:8, Silver Trussel
MerchantsTFC:item.Trussel:9, Sterling Silver Trussel
MerchantsTFC:item.Trussel:10, Platinum Trussel
MerchantsTFC:item.Trussel:11, Wrought Iron Trussel
MerchantsTFC:item.Trussel:12, Nickel Trussel
MerchantsTFC:item.Trussel:13, Steel Trussel
MerchantsTFC:item.Trussel:14, Black Steel Trussel
MerchantsTFC:item.Trussel:15, Blue Steel Trussel
MerchantsTFC:item.Trussel:16, Red Steel Trussel
MerchantsTFC:item.AnvilDie:0, Copper Anvil Die
MerchantsTFC:item.AnvilDie:1, Bronze Anvil Die
MerchantsTFC:item.AnvilDie:2, Bismuth Bronze Anvil Die
MerchantsTFC:item.AnvilDie:3, Black Bronze Anvil Die
MerchantsTFC:item.AnvilDie:4, Brass Anvil Die
MerchantsTFC:item.AnvilDie:5, Lead Anvil Die
MerchantsTFC:item.AnvilDie:6, Gold Anvil Die
MerchantsTFC:item.AnvilDie:7, Rose Gold Anvil Die
MerchantsTFC:item.AnvilDie:8, Silver Anvil Die
MerchantsTFC:item.AnvilDie:9, Sterling Silver Anvil Die
MerchantsTFC:item.AnvilDie:10, Platinum Anvil Die
MerchantsTFC:item.AnvilDie:11, Wrought Iron Anvil Die
MerchantsTFC:item.AnvilDie:12, Nickel Anvil Die
MerchantsTFC:item.AnvilDie:13, Steel Anvil Die
MerchantsTFC:item.AnvilDie:14, Black Steel Anvil Die
MerchantsTFC:item.AnvilDie:15, Blue Steel Anvil Die
MerchantsTFC:item.AnvilDie:16, Red Steel Anvil Die
terrafirmastuff:item.clayRawBrick:0, White Clay Brick
terrafirmastuff:item.clayRawBrick:1, Orange Clay Brick
terrafirmastuff:item.clayRawBrick:2, Magenta Clay Brick
terrafirmastuff:item.clayRawBrick:3, Light Blue Clay Brick
terrafirmastuff:item.clayRawBrick:4, Yellow Clay Brick
terrafirmastuff:item.clayRawBrick:5, Lime Clay Brick
terrafirmastuff:item.clayRawBrick:6, Pink Clay Brick
terrafirmastuff:item.clayRawBrick:7, Gray Clay Brick
terrafirmastuff:item.clayRawBrick:8, Light Gray Clay Brick
terrafirmastuff:item.clayRawBrick:9, Cyan Clay Brick
terrafirmastuff:item.clayRawBrick:10, Purple Clay Brick
terrafirmastuff:item.clayRawBrick:11, Blue Clay Brick
terrafirmastuff:item.clayRawBrick:12, Brown Clay Brick
terrafirmastuff:item.clayRawBrick:13, Green Clay Brick
terrafirmastuff:item.clayRawBrick:14, Red Clay Brick
terrafirmastuff:item.clayRawBrick:15, Black Clay Brick
terrafirmastuff:item.clayRawBrick:16, Clay Brick
terrafirmastuff:item.clayBrick:0, White Stained Brick
terrafirmastuff:item.clayBrick:1, Orange Stained Brick
terrafirmastuff:item.clayBrick:2, Magenta Stained Brick
terrafirmastuff:item.clayBrick:3, Light Blue Stained Brick
terrafirmastuff:item.clayBrick:4, Yellow Stained Brick
terrafirmastuff:item.clayBrick:5, Lime Stained Brick
terrafirmastuff:item.clayBrick:6, Pink Stained Brick
terrafirmastuff:item.clayBrick:7, Gray Stained Brick
terrafirmastuff:item.clayBrick:8, Light Gray Stained Brick
terrafirmastuff:item.clayBrick:9, Cyan Stained Brick
terrafirmastuff:item.clayBrick:10, Purple Stained Brick
terrafirmastuff:item.clayBrick:11, Blue Stained Brick
terrafirmastuff:item.clayBrick:12, Brown Stained Brick
terrafirmastuff:item.clayBrick:13, Green Stained Brick
terrafirmastuff:item.clayBrick:14, Red Stained Brick
terrafirmastuff:item.clayBrick:15, Black Stained Brick
terrafirmastuff:item.clayBrick:16, Hardened Clay Brick
terrafirmastuff:item.powder:0, Jet Powder
terrafirmastuff:item.powder:1, Serpentine Powder
terrafirmastuff:item.powder:2, Quartz Powder
terrafirmastuff:item.stickBunch, Bunch of Sticks
terrafirmastuff:item.twine, Twine
tfcm:item.CasingBrass, Brass Casing
tfcm:item.CasingIron, Wrought Iron Casing
tfcm:item.CasingRoseGold, Rose Gold Casing
tfcm:item.Gear, Wrought Iron Gear
tfcm:item.CaseinGlue, Casein Glue
tfcm:item.PistonBase, Piston Base
tfcm:item.Circuit, Crude Circuit
tfcm:item.DeerTendon, Tendon
tfcm:item.SinewFiber, Sinew Fiber
tfcm:item.SinewString, Sinew String
tfcm:item.SinewBowString, Sinew Bow String
tfcm:item.BowLimb, Bow Limb
tfcm:item.Suet, Suet
tfcm:item.BowlSuet, Bowl of Suet
tfcm:item.BowlTallow:0, Bowl of Tallow
tfcm:item.BowlTallow:1, Bowl of Tallow
tfcm:item.BowlTallow:2, Bowl of Tallow
tfcm:item.BrownDye, Brown Dye
tfcm:item.IronDust, Iron Dust
tfcm:item.TallowDye:0, Dyed Tallow (Black)
tfcm:item.TallowDye:1, Dyed Tallow (Red)
tfcm:item.TallowDye:2, Dyed Tallow (Green)
tfcm:item.TallowDye:3, Dyed Tallow (Brown)
tfcm:item.TallowDye:4, Dyed Tallow (Blue)
tfcm:item.TallowDye:5, Dyed Tallow (Purple)
tfcm:item.TallowDye:6, Dyed Tallow (Cyan)
tfcm:item.TallowDye:7, Dyed Tallow (LightGray)
tfcm:item.TallowDye:8, Dyed Tallow (Gray)
tfcm:item.TallowDye:9, Dyed Tallow (Pink)
tfcm:item.TallowDye:10, Dyed Tallow (Lime)
tfcm:item.TallowDye:11, Dyed Tallow (Yellow)
tfcm:item.TallowDye:12, Dyed Tallow (LightBlue)
tfcm:item.TallowDye:13, Dyed Tallow (Magenta)
tfcm:item.TallowDye:14, Dyed Tallow (Orange)
tfcm:item.LongBow, Longbow
tfcm:item.CrossBow, Crossbow
tfcm:item.Halberd_BismuthBronze, Bismuth Bronze Halberd
tfcm:item.Halberd_BlackBronze, Black Bronze Halberd
tfcm:item.Halberd_BlackSteel, Black Steel Halberd
tfcm:item.Halberd_BlueSteel, Blue Steel Halberd
tfcm:item.Halberd_Bronze, Bronze Halberd
tfcm:item.Halberd_Copper, Copper Halberd
tfcm:item.Halberd_WroughtIron, Wrought Iron Halberd
tfcm:item.Halberd_RedSteel, Red Steel Halberd
tfcm:item.Halberd_Steel, Steel Halberd
tfcm:item.Halberd_BismuthBronze_Head, Bismuth Bronze Halberd Head
tfcm:item.Halberd_BlackBronze_Head, Black Bronze Halberd Head
tfcm:item.Halberd_BlackSteel_Head, Black Steel Halberd Head
tfcm:item.Halberd_BlueSteel_Head, Blue Steel Halberd Head
tfcm:item.Halberd_Bronze_Head, Bronze Halberd Head
tfcm:item.Halberd_Copper_Head, Copper Halberd Head
tfcm:item.Halberd_WroughtIron_Head, Wrought Iron Halberd Head
tfcm:item.Halberd_RedSteel_Head, Red Steel Halberd Head
tfcm:item.Halberd_Steel_Head, Steel Halberd Head
tfcm:item.WarHammer_BismuthBronze, Bismuth Bronze War Hammer
tfcm:item.WarHammer_BlackBronze, Black Bronze War Hammer
tfcm:item.WarHammer_BlackSteel, Black Steel War Hammer
tfcm:item.WarHammer_BlueSteel, Blue Steel War Hammer
tfcm:item.WarHammer_Bronze, Bronze War Hammer
tfcm:item.WarHammer_Copper, Copper War Hammer
tfcm:item.WarHammer_WroughtIron, Wrought Iron War Hammer
tfcm:item.WarHammer_RedSteel, Red Steel War Hammer
tfcm:item.WarHammer_Steel, Steel War Hammer
tfcm:item.WarHammer_BismuthBronze_Head, Bismuth Bronze War Hammer Head
tfcm:item.WarHammer_BlackBronze_Head, Black Bronze War Hammer Head
tfcm:item.WarHammer_BlackSteel_Head, Black Steel War Hammer Head
tfcm:item.WarHammer_BlueSteel_Head, Blue Steel War Hammer Head
tfcm:item.WarHammer_Bronze_Head, Bronze War Hammer Head
tfcm:item.WarHammer_Copper_Head, Copper War Hammer Head
tfcm:item.WarHammer_WroughtIron_Head, Wrought Iron War Hammer Head
tfcm:item.WarHammer_RedSteel_Head, Red Steel War Hammer Head
tfcm:item.WarHammer_Steel_Head, Steel War Hammer Head
tfcm:item.Poniard_BismuthBronze, Bismuth Bronze Poniard
tfcm:item.Poniard_BlackBronze, Black Bronze Poniard
tfcm:item.Poniard_BlackSteel, Black Steel Poniard
tfcm:item.Poniard_BlueSteel, Blue Steel Poniard
tfcm:item.Poniard_Bronze, Bronze Poniard
tfcm:item.Poniard_Copper, Copper Poniard
tfcm:item.Poniard_WroughtIron, Wrought Iron Poniard
tfcm:item.Poniard_RedSteel, Red Steel Poniard
tfcm:item.Poniard_Steel, Steel Poniard
tfcm:item.Poniard_BismuthBronze_Head, Bismuth Bronze Poniard Blade
tfcm:item.Poniard_BlackBronze_Head, Black Bronze Poniard Blade
tfcm:item.Poniard_BlackSteel_Head, Black Steel Poniard Blade
tfcm:item.Poniard_BlueSteel_Head, Blue Steel Poniard Blade
tfcm:item.Poniard_Bronze_Head, Bronze Poniard Blade
tfcm:item.Poniard_Copper_Head, Copper Poniard Blade
tfcm:item.Poniard_WroughtIron_Head, Wrought Iron Poniard Blade
tfcm:item.Poniard_RedSteel_Head, Red Steel Poniard Blade
tfcm:item.Poniard_Steel_Head, Steel Poniard Blade
tfcm:item.Arrow_BismuthBronze, Bismuth Bronze Arrow
tfcm:item.Arrow_BlackBronze, Black Bronze Arrow
tfcm:item.Arrow_BlackSteel, Black Steel Arrow
tfcm:item.Arrow_BlueSteel, Blue Steel Arrow
tfcm:item.Arrow_Bronze, Bronze Arrow
tfcm:item.Arrow_Copper, Copper Arrow
tfcm:item.Arrow_WroughtIron, Wrought Iron Arrow
tfcm:item.Arrow_RedSteel, Red Steel Arrow
tfcm:item.Arrow_Steel, Steel Arrow
tfcm:item.Arrow_BismuthBronze_Head, Bismuth Bronze Arrow Head
tfcm:item.Arrow_BlackBronze_Head, Black Bronze Arrow Head
tfcm:item.Arrow_BlackSteel_Head, Black Steel Arrow Head
tfcm:item.Arrow_BlueSteel_Head, Blue Steel Arrow Head
tfcm:item.Arrow_Bronze_Head, Bronze Arrow Head
tfcm:item.Arrow_Copper_Head, Copper Arrow Head
tfcm:item.Arrow_WroughtIron_Head, Wrought Iron Arrow Head
tfcm:item.Arrow_RedSteel_Head, Red Steel Arrow Head
tfcm:item.Arrow_Steel_Head, Steel Arrow Head
tfcm:item.Bolt_BismuthBronze, Bismuth Bronze Bolt
tfcm:item.Bolt_BlackBronze, Black Bronze Bolt
tfcm:item.Bolt_BlackSteel, Black Steel Bolt
tfcm:item.Bolt_BlueSteel, Blue Steel Bolt
tfcm:item.Bolt_Bronze, Bronze Bolt
tfcm:item.Bolt_Copper, Copper Bolt
tfcm:item.Bolt_WroughtIron, Wrought Iron Bolt
tfcm:item.Bolt_RedSteel, Red Steel Bolt
tfcm:item.Bolt_Steel, Steel Bolt
tfcm:item.Bolt_BismuthBronze_Head, Bismuth Bronze Bolt Head
tfcm:item.Bolt_BlackBronze_Head, Black Bronze Bolt Head
tfcm:item.Bolt_BlackSteel_Head, Black Steel Bolt Head
tfcm:item.Bolt_BlueSteel_Head, Blue Steel Bolt Head
tfcm:item.Bolt_Bronze_Head, Bronze Bolt Head
tfcm:item.Bolt_Copper_Head, Copper Bolt Head
tfcm:item.Bolt_WroughtIron_Head, Wrought Iron Bolt Head
tfcm:item.Bolt_RedSteel_Head, Red Steel Bolt Head
tfcm:item.Bolt_Steel_Head, Steel Bolt Head
tfcm:item.itemHalberd_Mold:0, Clay Halberd Mold
tfcm:item.itemHalberd_Mold:1, Halberd Mold
tfcm:item.itemWarHammer_Mold:0, Clay War Hammer Mold
tfcm:item.itemWarHammer_Mold:1, War Hammer Mold
tfcm:item.itemPoniard_Mold:0, Clay Poniard Mold
tfcm:item.itemPoniard_Mold:1, Poniard Mold
tfcm:item.itemArrow_Mold:0, Clay Arrow Mold
tfcm:item.itemArrow_Mold:1, Arrow Mold
tfcm:item.itemBolt_Mold:0, Clay Bolt Mold
tfcm:item.itemBolt_Mold:1, Bolt Mold
tfcm:item.Coil_BismuthBronze, Bismuth Bronze Coil
tfcm:item.Coil_BlackBronze, Black Bronze Coil
tfcm:item.Coil_BlackSteel, Black Steel Coil
tfcm:item.Coil_BlueSteel, Blue Steel Coil
tfcm:item.Coil_Bronze, Bronze Coil
tfcm:item.Coil_Copper, Copper Coil
tfcm:item.Coil_WroughtIron, Wrought Iron Coil
tfcm:item.Coil_RedSteel, Red Steel Coil
tfcm:item.Coil_Steel, Steel Coil
tfcm:item.Link_BismuthBronze, Bismuth Bronze Link
tfcm:item.Link_BlackBronze, Black Bronze Link
tfcm:item.Link_BlackSteel, Black Steel Link
tfcm:item.Link_BlueSteel, Blue Steel Link
tfcm:item.Link_Bronze, Bronze Link
tfcm:item.Link_Copper, Copper Link
tfcm:item.Link_WroughtIron, Wrought Iron Link
tfcm:item.Link_RedSteel, Red Steel Link
tfcm:item.Link_Steel, Steel Link
tfcm:item.Chain_Square_BismuthBronze, Bismuth Bronze Chain Square
tfcm:item.Chain_Square_BlackBronze, Black Bronze Chain Square
tfcm:item.Chain_Square_BlackSteel, Black Steel Chain Square
tfcm:item.Chain_Square_BlueSteel, Blue Steel Chain Square
tfcm:item.Chain_Square_Bronze, Bronze Chain Square
tfcm:item.Chain_Square_Copper, Copper Chain Square
tfcm:item.Chain_Square_WroughtIron, Wrought Iron Chain Square
tfcm:item.Chain_Square_RedSteel, Red Steel Chain Square
tfcm:item.Chain_Square_Steel, Steel Chain Square
tfcm:item.Chain_Sheet_BismuthBronze, Bismuth Bronze Chain Sheet
tfcm:item.Chain_Sheet_BlackBronze, Black Bronze Chain Sheet
tfcm:item.Chain_Sheet_BlackSteel, Black Steel Chain Sheet
tfcm:item.Chain_Sheet_BlueSteel, Blue Steel Chain Sheet
tfcm:item.Chain_Sheet_Bronze, Bronze Chain Sheet
tfcm:item.Chain_Sheet_Copper, Copper Chain Sheet
tfcm:item.Chain_Sheet_WroughtIron, Wrought Iron Chain Sheet
tfcm:item.Chain_Sheet_RedSteel, Red Steel Chain Sheet
tfcm:item.Chain_Sheet_Steel, Steel Chain Sheet
tfcm:item.BismuthBronze_Chain_Greaves, Bismuth Bronze Chain Chausses
tfcm:item.BlackBronze_Chain_Greaves, Black Bronze Chain Chausses
tfcm:item.BlackSteel_Chain_Greaves, Black Steel Chain Chausses
tfcm:item.BlueSteel_Chain_Greaves, Blue Steel Chain Chausses
tfcm:item.Bronze_Chain_Greaves, Bronze Chain Chausses
tfcm:item.Copper_Chain_Greaves, Copper Chain Chausses
tfcm:item.WroughtIron_Chain_Greaves, Wrought Iron Chain Chausses
tfcm:item.RedSteel_Chain_Greaves, Red Steel Chain Chausses
tfcm:item.Steel_Chain_Greaves, Steel Chain Chausses
tfcm:item.BismuthBronze_Chain_Chestplate, Bismuth Bronze Chain Hauberk
tfcm:item.BlackBronze_Chain_Chestplate, Black Bronze Chain Hauberk
tfcm:item.BlackSteel_Chain_Chestplate, Black Steel Chain Hauberk
tfcm:item.BlueSteel_Chain_Chestplate, Blue Steel Chain Hauberk
tfcm:item.Bronze_Chain_Chestplate, Bronze Chain Hauberk
tfcm:item.Copper_Chain_Chestplate, Copper Chain Hauberk
tfcm:item.WroughtIron_Chain_Chestplate, Wrought Iron Chain Hauberk
tfcm:item.RedSteel_Chain_Chestplate, Red Steel Chain Hauberk
tfcm:item.Steel_Chain_Chestplate, Steel Chain Hauberk
tfcm:item.BismuthBronze_Chain_Helmet, Bismuth Bronze Chain Coif
tfcm:item.BlackBronze_Chain_Helmet, Black Bronze Chain Coif
tfcm:item.BlackSteel_Chain_Helmet, Black Steel Chain Coif
tfcm:item.BlueSteel_Chain_Helmet, Blue Steel Chain Coif
tfcm:item.Bronze_Chain_Helmet, Bronze Chain Coif
tfcm:item.Copper_Chain_Helmet, Copper Chain Coif
tfcm:item.WroughtIron_Chain_Helmet, Wrought Iron Chain Coif
tfcm:item.RedSteel_Chain_Helmet, Red Steel Chain Coif
tfcm:item.Steel_Chain_Helmet, Steel Chain Coif
tfcm:item.BottleFruitJuice, Fruit Juice
tfcm:item.BottleFruitWine, Fruit Wine
tfcm:item.BottleSugar, Sugar in a Bottle
tfcm:item.BottleJuiceApple, Apple Juice
tfcm:item.BottleJuiceOrange, Orange Juice
tfcm:item.BottleJuiceLemon, Lemon Juice
tfcm:item.BottleLemonade, Lemonade
tfcm:item.BottleJuiceOnion, Onion Juice
tfcm:item.BottleSoyMilk, Soy Milk
